ID,QUERY,L1_primary_intent,L2_information_need,L3_constraints,reasoning,in_subset_30
76,"I need to source an electric forklift that will at least have the ability to lift 5,000 pounds and that will reach at least 18 feet. Ideally available with US local stock, which I think I saw on Alibaba. Even if it's not, I need to make sure that this is easy to buy, that it's not fake pricing, that I know what the final price is, and that it's a reputable company.",supplier_sourcing,platform_data|price_comparison|supplier_evaluation,region_specific|quality_specification,"The main goal is to find a supplier for an electric forklift with specific lifting and height capabilities (supplier_sourcing). The user references Alibaba (platform_data), wants to ensure accurate/final pricing (price_comparison), and seeks reputable companies (supplier_evaluation). Constraints include needing US local stock (region_specific) and specific performance specs (lifting 5,000 pounds, reaching 18 feet), which is a quality_specification.",0
77,"I am an e-commerce dropshipper and owner of West Haven HomeGoods, specializing in modern, high-quality, and durable home décor and furniture. I want to expand my product selection with modern, on-trend pieces that offer quality and responsible sourcing at fair price points. Please generate product images based on current home décor trends, and identify reputable, long-established suppliers who have strong positive customer reviews, business credentials, transparent and ethical sourcing, environmentally responsible manufacturing, consistent quality assurance, competitive wholesale pricing that allows for sustainable profit margins and fair retail pricing, are U.S.-based or offer low-tariff international shipping and manageable shipping costs, have documented dropshipping experience, and provide seamless Shopify integration.",supplier_sourcing,trending_analysis|review_analysis|price_comparison|platform_data|supplier_evaluation,certification_required|moq_price_constraint|logistics_shipping|region_specific|quality_specification,"The main goal is to find reputable suppliers who meet specific criteria for modern, high-quality home décor and furniture, making 'supplier_sourcing' the primary intent. The query requests products based on current trends ('trending_analysis'), suppliers with strong positive reviews ('review_analysis'), competitive wholesale pricing and profit margins ('price_comparison'), Shopify integration and dropshipping experience (implied 'platform_data'), and business credentials/ethical sourcing ('supplier_evaluation'). Constraints include required certifications (business credentials, ethical/environmental sourcing), price and profit margin requirements ('moq_price_constraint'), logistics/shipping (U.S.-based or low-tariff shipping, manageable shipping costs), region specificity (U.S.-based or international with low tariffs), and quality/material requirements (consistent quality assurance, high durability).",0
78,I need a 1-inch thick steel track coat bucket that is very heavy duty and has common United States brand teeth and wear plates and sizes of attachments and ears. It needs to be 48 inches wide. I need it to be a rock sorting bucket with 7 inches apart ribs running upright and 7-inch apart rods running horizontal.,product_development,,customization_oem|quality_specification|region_specific,"The user is specifying detailed custom requirements for a heavy-duty rock sorting bucket, including dimensions, material thickness, attachment compatibility with US brands, and structural details. This indicates a need to develop or customize a product rather than simply discovering existing products or suppliers. There are no explicit information needs such as sales data or competitor analysis. Constraints include customization (OEM/ODM), quality/specification (dimensions, material, construction), and region specificity (compatibility with United States brands).",0
79,"Help me find suppliers that can produce home popcorn machines, preferably those that have manufactured for brands like Siemens, Panasonic, and Supor, and that have their own R&D capabilities. Also help me generate some home popcorn machine product designs that fit winter and Christmas themed American home interiors, and help me analyze which accessories and gifts included with the product would be most attractive to customers.",supplier_sourcing,supplier_evaluation|review_analysis,customization_oem|quality_specification,"The user is primarily looking for suppliers with specific experience (brands, R&D), which is supplier_sourcing with supplier_evaluation. They also want to generate product designs and understand accessory appeal (review_analysis). The need for R&D and brand experience implies customization_oem and quality_specification constraints.",0
80,"국가 : 중국
업체 연혁 : 10년 이상
업체 직원 : 100명 이상
인증 : ce,fcc, MSDS 등 다양한 인증 경험 보유
등록 업체 : globalsources에 등록이 된 업체

위 조건으로 생산 하는 업체를 찾으려고 해. 가장 우수한 업체 10개의 리스트를 추천해줘. 그리고 하기 항목을 포함해서 정리해줘. 

- 제품 : 맥세이프 보조 배터리
- 업체명, 국가, 업체 사이트, 업체 대표 5가지 제품, 업체 주소, 업체 담당자, 업체 담당자 연락처 (email, wechat), 업체 연혁, 업체 직원 수, 인증 보유",supplier_sourcing,supplier_evaluation|platform_data,certification_required|region_specific|quality_specification,"The main goal is to find and recommend top suppliers (supplier_sourcing) for MagSafe power banks that meet specific criteria. The user requests detailed supplier evaluation information (company history, staff size, certifications, contact info, product portfolio) and specifies that suppliers must be registered on GlobalSources (platform_data). Constraints include required certifications (CE, FCC, MSDS), region (China), company history and size, and experience with certifications (quality_specification).",1
81,"Custom corporate mascot toy — two versions required: 
1️⃣ Plush toy made of soft plush fabric with PP cotton filling, 
2️⃣ Rigid PVC collectible figure about 12 cm height. 
Design: cartoon cow with sunglasses, blue shorts, peace sign hand gesture. 
Purpose: corporate gift with printed logo. 
Quantity: 500 units each version. 
Request factory with full OEM capability (custom mold, logo printing, packaging design). 
Include FOB price, lead time, sample cost, and MOQ. 
Preferred suppliers from Dongguan, Shenzhen, or Yangzhou industrial clusters",supplier_sourcing,platform_data|price_comparison|supplier_evaluation,customization_oem|moq_price_constraint|region_specific,"The main goal is to find a factory (supplier_sourcing) that can produce two custom versions of a corporate mascot toy with specific design and OEM requirements. The user requests platform-specific data (factories from certain industrial clusters), price-related details (FOB price, sample cost, MOQ), and evaluation of supplier capabilities (full OEM, custom mold, logo printing, packaging design). Constraints include custom OEM needs, minimum order quantity and price considerations, and a preference for suppliers in specific Chinese regions.",0
82,"Search for a complete poultry rendering line to process 30,000 chickens/day. Must include offal and feather meal systems: 8000kg and 5000kg batch cookers, fat screw press, fat decanter, meal cooling and milling, cyclones, filters, 50kg bagging, oil tanks with heating, and screw conveyors. Target output: poultry fat, offal meal, feather meal. Include electrical control panel and vapor condensation system. Supplier must be a verified manufacturer in Shandong or Jiangsu with CE/ISO, Trade Assurance, and >3 years on Alibaba.",supplier_sourcing,platform_data|supplier_evaluation,certification_required|region_specific|quality_specification,"The main goal is to find a supplier (specifically a verified manufacturer) for a poultry rendering line with detailed equipment and process specifications. The user requests suppliers from Shandong or Jiangsu, listed on Alibaba with certain credentials (CE/ISO, Trade Assurance, >3 years), making this a supplier sourcing query. Information needs include data from a specific platform (Alibaba) and evaluation of supplier credentials. Constraints include required certifications, specific regions (Shandong/Jiangsu), and detailed technical/quality specifications for the equipment.",0
83,"Identifie un fabricant de the matcha selon le ISO 9001, USDA, HACCP, HALAL, Kosher, et rédige un brouillon d’email de demande.",supplier_sourcing,supplier_evaluation,certification_required,"The main goal is to identify a matcha tea manufacturer (supplier_sourcing). The user specifies several certifications (ISO 9001, USDA, HACCP, HALAL, Kosher), which is supplier evaluation and certification_required. No other information needs or constraints are mentioned.",0
84,"Contexte : Je suis acheteur via Alibaba et je reconditionne / revends à des entreprises et organismes gouvernementaux. Nos exigences sont très élevées en matière de conformité, traçabilité, qualité et sécurité. Je fournis ci-dessous le lien Alibaba (ou autres docs joints). Réalise une due-diligence complète et professionnelle sur ce fournisseur, orientée B2B / marchés publics. Objectif : Fournir un rapport d’audit commercial & conformité actionnable, prêt à être partagé à un service qualité ou une cellule achats gouvernementale. Livrables demandés (format report + résumé exéc. en 5–7 lignes) : 1. Résumé exécutif (5–7 lignes) avec verdict clair : ACHETER / DEMANDER ÉCHANTILLON & TESTS / AUDIT USINE / ÉVITER. 2. Fiche identité du fournisseur : nom légal, adresse usine(s), année création, numéro licence / business license, contact export, structure de propriété. 3. Vérification des certificats : lister et joindre copies (ISO, CE, RoHS, FCC, FDA, etc. pertinents), indiquer émetteur et validité, vérifier si tiers indépendant (SGS/TÜV/Intertek) — alerter si certificats auto-déclarés. 4. Capacité & production : lignes/procédés, capacité mensuelle, capacité montée en charge, principaux équipements, lead times. 5. Contrôle qualité : process QC, fréquences tests, existence de labs internes/externe, derniers rapports d’inspection (dates & résultats). 6. Traçabilité / sourcing matières : origine composants critiques, preuves fournisseurs en amont, risques de composants restreints. 7. Tests produits & conformité réglementaire : tests recommandés selon produit + laboratoires suggérés (avec coût approximatif si possible). 8. Packaging & sécurité transport : conformité étiquetage, emballage pour transit (matières dangereuses, batteries…). 9. Références & historique clients : au moins 2 références entreprises / publiques si disponibles (nom, contact, nature contrat). 10. Conditions commerciales & logistiques : MOQ, prix FOB et CIF (estimation vers Lubumbashi si possible), délais, modalités paiement, politiques garantie/retour. 11. Évaluation des risques & drapeaux rouges : incohérences d’identité, certifications suspectes, sous-traitance non déclarée, dépendance à un seul site. 12. Score final (0–100) et matrice risques (fraude, qualité, conformité, capacité, logistique). 13. Plan d’action recommandé en 3 étapes concrètes (ex : 1) commander échantillon + tests 2) audit vidéo/in-person 3) négocier contrat cadre + conditions de paiement sécurisées). 14. Annexes : photos d’usine, scans certificats, devis, rapports QC, copies BL/CO si disponibles. Format exigé : - Rapport structuré + table des matières. - Tableau récapitulatif des certificats et leur véracité. - Score final et 3 options de décision (achat, audit, rejet). - Inclure une section “questions prioritaires à poser au fournisseur” (top 10). Pièces jointes que je fournirai : lien Alibaba, photos, copies certificats, devis. Rappelle-moi dans le rapport quelles pièces manquent. Ton ton : professionnel, direct, orienté B2B/gouvernement. Signale clairement tout point nécessitant preuve documentaire. Merci. https://kingbolen.m.en.alibaba.com/fr_FR/?spm=a2700.details.0.0.40996690wmkXUF&wx_navbar_transparent=true&wx_screen_direc=portrait&productId=1600517062763&from=detail_company_card",supplier_sourcing,supplier_evaluation|platform_data|price_comparison,certification_required|moq_price_constraint|logistics_shipping|region_specific|quality_specification,"The main goal is to perform a comprehensive due diligence and audit of a specific supplier for B2B/government procurement, which is classic supplier_sourcing. The information needs are focused on supplier_evaluation (credentials, certifications, QC processes, risk assessment), platform_data (Alibaba link provided), and price_comparison (request for pricing, MOQ, commercial terms). Constraints are clearly stated: strict certification requirements, MOQ/price, logistics to Lubumbashi, region-specific delivery, and high standards for quality and compliance.",0
85,"I'm looking for auto parts for Toyota Avanza models 2007 to 2019. The parts we are looking for are Head lights, tail lamps, fog lamps, front bumper, rear bumper, side mirrors, rear bumper reflector. Please make sure that you identify trading companies or manufacturers for Toyota Avanza, not any other model, and make sure it is suitable for 2007-2011, 2011-2015 and 2015-2019, not more.",supplier_sourcing,,region_specific|quality_specification,"The main goal is to find trading companies or manufacturers (supplier_sourcing) for specific auto parts for the Toyota Avanza, with strict requirements that the parts are only for certain model years (region_specific: specific model/year range) and must be suitable for those models (quality_specification: fit/compatibility). No explicit information needs such as pricing, reviews, or competitor analysis are requested.",0
86,"Identify manufacturers for Brake discs for avanza 2007-2011, 2012-2015, 2015-2019, gather information on suitable suppliers, and help me draft an inquiry to send to them.",supplier_sourcing,supplier_evaluation,,"The query's main goal is to identify manufacturers (suppliers) for specific brake disc models and gather information about suitable suppliers. The request to help draft an inquiry further supports a supplier-sourcing intent. The only clear information need is supplier evaluation (identifying and assessing suitable suppliers). No specific constraints such as certifications, region, MOQ, or customization are mentioned.",0
87,"Source handmade genuine-leather handbags (full/top-grain) — minimalist boutique style like Polène/Aeyde. Must allow dropshipping or single orders, white-label branding, low MOQ (<10), ship EU/US fast (1-3 wks). Price €45-95 leather / €30-55 vegan PU. Need 5-10 vetted suppliers + catalog & policy details.",supplier_sourcing,supplier_evaluation|price_comparison|platform_data,moq_price_constraint|customization_oem|logistics_shipping|region_specific|quality_specification,"The main goal is to find suppliers for handmade genuine-leather handbags with specific style requirements, so 'supplier_sourcing' is chosen. The user requests vetted suppliers (supplier_evaluation), price ranges (price_comparison), and catalog/policy details (platform_data). Constraints include low MOQ and specific price ranges (moq_price_constraint), dropshipping/white-label branding (customization_oem), fast shipping to EU/US (logistics_shipping, region_specific), and material/quality specifications (quality_specification).",0
88,"I want to sell agricultural and farming products in Swaziland. Im looking for a supplier who will design state-of-the-art catalogs and brochures for me from Alibaba, i will then have this designed cataloques imported from China to Swaziland",supplier_sourcing,platform_data|supplier_evaluation,customization_oem|region_specific|logistics_shipping,"The main goal is to find a supplier (from Alibaba) who can design custom catalogs and brochures, indicating supplier_sourcing as the primary intent. The user needs information about suppliers on Alibaba (platform_data) and requires evaluation of their ability to create customized materials (supplier_evaluation). Constraints include the need for custom-designed materials (customization_oem), importing specifically to Swaziland (region_specific), and the mention of importing/shipping from China to Swaziland (logistics_shipping).",0
89,"Subject: Need ONLY real Toray Brush Factories (No Trading Companies) – 26pcs Pro Artist Set

Hello,
I am looking ONLY for real brush manufacturers (not trading companies) who can produce professional Japanese Toray fiber brushes with stable quality and reasonable MOQ (300–500 pcs).

Here are my exact requirements:

✔ 1. Brush Production Requirements

Must be a real factory producing brushes in-house

Must be able to work with Japanese Toray fibers (Soft + Firm)

Ability to mix:

14 Soft Toray brushes (watercolor / blending)

12 Firm Toray brushes (acrylic / gouache)

Wooden handles (natural or dark wood)

Aluminum ferrule (gold/silver)

Clean finishing (no loose hairs, no glue overflow)

Important:
Please filter ONLY factories that already produce Toray brushes for export.

✔ 2. MOQ Requirements

I need suppliers who can accept:

MOQ 300 pcs (ideal)
or

MOQ 500 pcs (acceptable)

PLEASE exclude all suppliers with MOQ 1000+.

✔ 3. Additional Capabilities

Optional but preferred:

Ability to produce rigid stand-up pouch

Ability to produce rigid gift box 30 × 22 × 5 cm

OEM / ODM customization

Experience with EU/US markets

Stable assembly capability

✔ 4. What I Need From Accio

Please provide ONLY:

Verified brush factories specialized in Toray

Factories with direct production lines (no intermediaries)

Photos or videos of their workshop

Their MOQ for custom orders

Price range reference per set

Rating of supplier reliability

Thank you.",supplier_sourcing,supplier_evaluation|price_comparison,moq_price_constraint|customization_oem|region_specific|quality_specification,"The main goal is to find real brush manufacturers (not trading companies) specializing in Japanese Toray fiber brushes, making this supplier_sourcing. The user requests supplier credentials (factories, not intermediaries), reliability ratings, and production capabilities, so supplier_evaluation applies. They ask for price range reference per set, so price_comparison is relevant. Constraints include strict MOQ (300–500 pcs), OEM/ODM customization, experience with EU/US markets (region_specific), and detailed technical/quality requirements for the brushes and packaging (quality_specification).",0
90,"I’m building a premium 3-product car fragrance line and need ONLY high-quality OEM/ODM suppliers. Please find:
  1.  Drift-style wood scent block (real wood, engraved logo, luxury finish)
  2.  Turbine vent diffuser (metal+wood, smooth rotation)
  3.  Minimal wood/metal bar diffuser (replaceable sticks, engraved logo)
Also need fragrance oil suppliers + luxury packaging makers.
Please share sample pricing, private label MOQ, customization options, and production time.",supplier_sourcing,supplier_evaluation|price_comparison,customization_oem|quality_specification,Sourcing OEM/ODM suppliers for premium car fragrance products,0
91,Peux-tu me trouver des fournisseurs lip glosses fait avec du beurre de karité organique ultra hydratant accepté petit commander. Entreprise certifiée et cpnp,supplier_sourcing,supplier_evaluation,certification_required|moq_price_constraint|quality_specification,"The user is seeking suppliers for lip glosses made with organic shea butter (quality specification), requires the suppliers to be certified and CPNP registered (certification_required), and is asking for acceptance of small orders (moq_price_constraint). The primary intent is finding suppliers (supplier_sourcing), and supplier evaluation is needed to ensure they meet certification and product requirements.",0
92,find me the best supplier for skin care that does private label oem . must have all the credentials to export to usa and europe. must have the most iso and to be very highly rated lab facility and r d,supplier_sourcing,supplier_evaluation,certification_required|customization_oem|region_specific|quality_specification,"The main goal is to find a supplier for skin care products (supplier_sourcing). The user needs to evaluate suppliers based on credentials, ratings, lab and R&D capabilities (supplier_evaluation). Constraints include needing certifications for export to the USA and Europe (certification_required), the ability to provide private label/OEM (customization_oem), suitability for specific regions (region_specific), and high quality standards such as ISO and advanced lab/R&D facilities (quality_specification).",0
93,"We are DailyVYBZ, a modern men’s lifestyle and grooming brand from Germany focused on high-quality beard care and masculine aesthetics. We are searching for certified manufacturers for our men’s grooming line. Please identify reliable OEM/Private-Label producers that can manufacture premium beard oil, beard balm, pomade, hair clay, aftershave products and potential future grooming items.

Required certifications:
– ISO 22716 (GMP for Cosmetics)
– EU Cosmetics Regulation 1223/2009 compliance
– Safety Assessment (CPSR)
– Product Information File (PIF)
– CLP + correct INCI documentation",supplier_sourcing,supplier_evaluation,certification_required|customization_oem|quality_specification|region_specific,"The main goal is to find certified manufacturers (suppliers) for men's grooming products, which is supplier_sourcing. The information need is focused on supplier_evaluation, as the user requests reliable OEM/private-label producers with specific certifications. The constraints include required certifications (ISO 22716, EU regulations, etc.), customization/OEM for private-label production, quality/specification for premium products, and region_specific as compliance with EU regulations indicates targeting the European market.",0
94,"Por favor haz el listado mas amplio posible de empresas GRANDES y SERIAS, con EXCELENTE REPUTAICON Y VERIFICADAS EN ALIBABA que ofrezcan productos ODM / WHITE LABEL del rubro STATIONARY (ESCOLAR, COMERCIAL) y OFFICE SUPPY Busco producto gama media alta a premium",supplier_sourcing,supplier_evaluation|platform_data,customization_oem|quality_specification,"The user is looking for large, reputable, and verified companies on Alibaba that offer ODM/white label stationary and office supply products. This is supplier sourcing with a need for supplier evaluation (reputation, verification), and platform data (specifically Alibaba). Constraints include customization/oem (ODM/white label), and quality specification (mid-high to premium range).",0
95,"Analiza al perfil de sinoart y dame la mayor cantidad de perfiles SIMILARES al de sinoart (PRODUCTOS PARA ARTE, DESCARTAR DECORACIONES Y ROLLOS DE CANVA) Y ENFORCARSE MAS EN CUADERNOS DE DIBUJO, PINCELES; PINTURAS ETC). Armar un listado numerado del 1 al X con la descripcion de la empresa y el link a su tienda para exportar. por favor no condenses. Pon la mayor cantidad de perfiles similares. Nuavamente: NO DISEÑOS NI COSAS PARA NIÑOS, NO ARTICULOS DE DECORACION COMO CUADROS, NO ROLLOS DE LIENZOS)",supplier_sourcing,platform_data|supplier_evaluation,region_specific|quality_specification,"The user is seeking a list of suppliers similar to Sinoart, focused on art supplies (e.g., sketchbooks, brushes, paints) and explicitly excluding certain categories (decorations, canvas rolls, kids' products). The request is for company profiles and store links, which relates to supplier sourcing, with a need for platform data (store links) and supplier evaluation (company descriptions). Constraints include region/product specificity (art supplies, not decorations or kids' items) and quality specification (specific product types).",0
96,"Hazme el listado mas extrenso posible de empresas de papeleria (como AP GROUP) presentes en Alibaba y Made in china, que se dediquen a la producccion de libros, journals, cuadernos, agendas etcetera. Dame los 50 perfiles con emjor reputacion y tambien dame aquellos que esten verificados. Insisto 50 perfiles a alibaba",supplier_sourcing,platform_data|supplier_evaluation,,"The user is seeking a comprehensive list of stationery companies (like AP GROUP) on Alibaba and Made-in-China that produce books, journals, notebooks, agendas, etc. They specifically request the top 50 profiles with the best reputation and verified status, which aligns with supplier sourcing as the primary intent. Information needs include platform-specific data (Alibaba, Made-in-China) and supplier evaluation (reputation, verification). No explicit constraints such as certifications, MOQ, region, or customization are mentioned.",0
97,"Can you help me find a industry and a product with in this industry that helps solves a painful problem. I want this product to be under 40 dollars and have a shipping fee under 25 dollars. I want you to find suppliers for this product, that can drop ship it.",product_discovery,price_comparison,moq_price_constraint|logistics_shipping,"The query is focused on discovering a product in a specific industry with price and shipping constraints, and also mentions the need to find suppliers who can dropship, which involves comparing prices and logistics/shipping feasibility.",0
98,"Guangzhou BH trade Co .,ltd
vs 
Guangzhou Yijiyang auto technology Co.,Ltd. i want to know who is better quality for body kit and head loght for my mercedes glb",supplier_sourcing,supplier_evaluation|review_analysis,quality_specification,Comparing supplier quality for auto parts,0
99,"Find premium PU leather desk mat manufacturers for my brand DeskZen.
Two products:

1) DeskZen Premium PU (single layer)
Sizes: 900×400 mm, 800×400 mm
Colors: Black, Stone Grey, Sand Beige, Forest Green
Requirements: high-quality PU (not cheap), 2–2.5 mm thick, water/heat/scratch resistant, clean edges, logo embossing, MOQ 100–200, OEM packaging (tube or box), DDP Belgium 1090.

2) DeskZen Reversible PU (double-face)
Size: 900×400 mm
Color combos: Black↔Grey, Beige↔Off-White, Green↔Warm Grey, Grey↔Taupe
Requirements: real double-face PU (not glued), strong core, accurate colors, embossing on one side, MOQ ≤200.

For each supplier:
• PU quality confirmation
• MOQ + prices (100/200/300)
• Emboss capability
• Packaging options
• Lead time
• DDP Belgium 1090
• Real photos
• Years in business + certifications

Only show serious PU factories (no trading companies).",supplier_sourcing,supplier_evaluation|price_comparison|platform_data,certification_required|moq_price_constraint|logistics_shipping|customization_oem|region_specific|quality_specification,"The query is focused on finding manufacturers (not trading companies) for custom-branded PU leather desk mats, making supplier_sourcing the primary intent. The user requests detailed supplier information (years in business, certifications, PU quality, emboss capability, real photos), so supplier_evaluation is needed. MOQ and price for different quantities indicate price_comparison. The request for DDP Belgium 1090 and platform data (real photos, business details) indicate platform_data. Constraints include certification requirements, MOQ and price limits, DDP shipping to Belgium (region_specific, logistics_shipping), OEM packaging and logo embossing (customization_oem), and specific quality/material specifications.",0
100,"lançant un produit sur Amazon FBA avec un budget de 500 €. Je cherche un échantillon (1 pack) d'organiseur de câbles magnétique (pack de 10 pièces : 5 grands pour câbles USB, 5 petits pour écouteurs), en noir et gris, avec colle 3M industrielle (adhésif réutilisable sans trace). 

Critères prioritaires :
- Fournisseurs vérifiés sur Alibaba (Gold Supplier ou Trade Assurance).
- Prix échantillon : <15 € total (incluant envoi DHL/UPS vers Belgique).
- MOQ négociable : 100-150 unités pour commande principale, à 1,40-1,50 €/unité.
- Délai échantillon : <10 jours ; commande : <20 jours.
- Options éco (silicone recyclable) et personnalisation (logo \""CableZen\"" + emballage kraft simple).
- Livraison directe possible vers centre FBA Amazon en France (Pan-EU).

Montre-moi 5 fournisseurs top avec : liens Alibaba, prix exacts, MOQ, avis, et un message type pour négocier. Priorise les fournisseurs avec expérience Amazon EU et certification RoHS/CE.",supplier_sourcing,platform_data|price_comparison|supplier_evaluation|review_analysis,certification_required|moq_price_constraint|logistics_shipping|customization_oem|region_specific|quality_specification,"The main goal is to find suitable suppliers on Alibaba that meet specific criteria for a cable organizer product, indicating 'supplier_sourcing' as the primary intent. The user requests links and data from Alibaba ('platform_data'), exact pricing and MOQ information ('price_comparison'), supplier experience and certifications ('supplier_evaluation'), and supplier reviews ('review_analysis'). Constraints include required certifications (RoHS/CE), budget and MOQ limits, specific shipping and lead times, branding and packaging customization, delivery to Amazon FBA in the EU, and requirements for recyclable silicone and industrial adhesive (quality/specification).",0
101,"Please help me collect user reviews of the Korg D1 digital piano from across the web, analyze the pros and cons, and include the review sources and user profiles. Present the results with pie charts, bar charts, and tables.",product_discovery,review_analysis,,"The main goal is to analyze user reviews of the Korg D1 digital piano, focusing on pros and cons, which is characteristic of review analysis. This helps in understanding the product's strengths and weaknesses, fitting the product_discovery intent. There are no explicit constraints such as certification, price, region, logistics, or customization mentioned.",0
102,"Please help me list the recent social-media and PR marketing activities of the direct competitors of the Marshall Major V: Bowers & Wilkins PX8, Sony WH-1000XM4, Sennheiser Momentum 4, JBL Tune 770NC, and Soundcore space one.",market_research,competitor_analysis,,"The query is focused on gathering information about the marketing activities of direct competitors, which is a classic example of competitor analysis within market research. There are no explicit constraints mentioned regarding certification, price, logistics, customization, region, or quality.",0
103,请帮我做一份市场调研报告，我们有一个品牌mojiojio，针对的消费人群是15-30岁，品牌定位是潮派生活方式品牌，主要做的是个人护理产品，比如护手霜，沐浴露等，我们想做成类似miniso的集合点形式，万物皆可mojiojio，清楚一份市场调研报告，以图表和数据的形式，说明这个品牌定位的合理性，具有marketing的角度,market_research,trending_analysis|sales_data|competitor_analysis|platform_data,,"The query requests a market research report for a lifestyle brand targeting 15-30 year olds, focusing on personal care products and a retail format similar to Miniso. The user wants data and charts to justify the brand positioning from a marketing perspective. This involves understanding market trends, sales data, competitor analysis (Miniso and similar brands), and possibly data from relevant e-commerce platforms. No explicit constraints like certification, MOQ, or region were mentioned.",0
104,请输出一份香氛类的市场调研报告，以及详细品类推荐和市场热度、市场占比。小众香氛产品推荐？小众香氛类，非香水。洗护香氛、空间香氛、衣物香氛等细分类产品的市场调研报告。,market_research,trending_analysis|sales_data|platform_data,,"The query requests a market research report focused on fragrance (香氛) categories, specifically non-perfume niche products such as wash care, space, and fabric fragrances. It asks for market heat (热度), market share (市场占比), and detailed category/product recommendations, which aligns with trending analysis and sales data. The request for a report implies reliance on platform or industry data. No explicit constraints (like region, certification, MOQ, etc.) are mentioned.",0
105,"请对阿里巴巴店铺 https://gstart.en.alibaba.com/ 进行深度商业分析。具体分析要求如下：

**店铺定位分析：**
- 明确该店铺在行业中的市场定位（高端/中端/入门级）
- 分析其主要产品类别及价格区间
- 识别其与同行业竞争对手的差异化优势

**商业模式剖析：**
- 详细描述其B2B运营模式和盈利结构
- 分析其供应链管理模式（自产/代工/贸易商等）
- 评估其订单处理流程和客户服务体系

**目标买家画像构建：**
- 分析其主要客户群体的地域分布
- 识别买家的业务规模特征（小型零售商/批发商/大型采购商）
- 归纳买家的采购偏好和决策因素

**核心竞争优势识别：**
- 产品质量认证和品质保障措施
- 价格竞争力和性价比优势
- 服务响应速度和专业度
- 技术创新或设计能力

**潜在合作价值点：**
- 量化其年交易规模和增长趋势
- 分析其供应稳定性和产能情况
- 评估其品牌影响力和市场口碑
- 识别可复制的成功运营经验

请基于以上维度输出一份结构化的分析报告，重点突出该店铺值得其他企业学习和借鉴的成功要素。",market_research,competitor_analysis|price_comparison|sales_data|platform_data|supplier_evaluation|review_analysis,,"The query requests a comprehensive business analysis of an Alibaba store, focusing on market positioning, business model, target customer analysis, competitive advantages, and potential value points. This aligns with 'market_research' as the primary intent, since the goal is to understand the store's place in the market and its commercial strengths. Multiple information needs are present: 'competitor_analysis' (market positioning, differentiation), 'price_comparison' (price range, competitiveness), 'sales_data' (transaction scale, growth), 'platform_data' (Alibaba-specific operations), 'supplier_evaluation' (supply chain, certifications, order process), and 'review_analysis' (market reputation, customer feedback). No explicit constraints like certifications, MOQ, logistics, or region are specified.",1
106,"what is the business viability of animal feed business in cambodia? Also, analyze the market trends for animal feed and find me some animal feed products.",market_research,trending_analysis|platform_data,,"The primary intent is to assess the business viability of the animal feed business in Cambodia, which falls under market research. The query also asks for analysis of market trends (trending_analysis) and discovery of animal feed products, implying the need for platform data. No explicit constraints such as certification, pricing, logistics, customization, region-specific requirements (beyond the focus on Cambodia, which is context rather than a constraint), or quality specifications are mentioned.",0
107,请为冰箱贴类别生成商业可行性报告，包括：A) 全球销售趋势，B) 主要价格区间分布，C) 关键用户痛点，D) 供应链成熟度（阿里巴巴上的制造商数量），以及E) 轻度定制可行性的建议。,market_research,trending_analysis|price_comparison|review_analysis|platform_data|supplier_evaluation,customization_oem,"The query requests a commercial feasibility report for fridge magnets, including global sales trends (trending_analysis), price distribution (price_comparison), key user pain points (review_analysis), number of manufacturers on Alibaba (platform_data, supplier_evaluation), and advice on light customization feasibility (customization_oem). The primary intent is to assess market viability, fitting market_research. No explicit certification, region, MOQ, logistics, or quality constraints are mentioned.",1
108,分析阿里国际站厨房杂件产品的热销品类、主要产品特点、市场趋势，并提供该类目下部分代表性产品的详细信息。,market_research,trending_analysis|sales_data|platform_data,,"The query asks for analysis of hot-selling categories, main product features, and market trends for kitchen miscellaneous products on Alibaba International, as well as detailed information on representative products. This indicates a market research intent, with information needs for trending analysis, sales data, and platform-specific data. No explicit constraints are mentioned.",0
109,"I want to research trendy winter jackets for women aged 18–40 in USA, Canada, UK, Germany, France, Poland, Russia, Italy, Spain, Australia, Netherlands, Sweden, Norway.
• Which types of winter jackets are most bought online in each country (puffer, wool coat, down jacket, etc.)?
• Which online platforms / marketplaces (Amazon, Zalando, ASOS, eBay, etc.) are they most active on for winter clothes?
• What styles, colors, or designs catch their attention the most?
• How active are these buyers in e-commerce (frequency of online shopping, average spend)?
• Which marketing channels (Instagram, TikTok, Pinterest, email) work best to reach them?
Please give trending insights, data, and popular products for winter jackets per country, so I can know what to sell and how to promote.",product_discovery,trending_analysis|sales_data|platform_data,region_specific,"The main goal is to discover which types of women's winter jackets are trending and most bought online in specific countries, to inform what products to sell and how to promote them. The user requests trending insights, data about popular products, platform preferences, and marketing channels, which aligns with trending_analysis, sales_data, and platform_data. The request is explicitly broken down by multiple countries, so region_specific applies as a constraint. No other constraints (certifications, MOQ, logistics, customization, or technical specs) are mentioned.",0
110,Analyze the sales landscape for Gaming Headsets on Amazon. Identify if there is a viable market opportunity for me to launch and sell this product category.,market_research,sales_data|competitor_analysis|platform_data,,"The query asks for an analysis of the sales landscape and viability of launching gaming headsets on Amazon, which is market research. The user needs sales data to understand market performance, competitor analysis to assess competition, and platform data since the focus is on Amazon. No explicit constraints are mentioned.",0
